#                PTC                  CN               Count
             -2.6285                   9                   0
             -2.6285                  10                   0
             -2.6285                  11                   0
             -2.6285                  12                   0
             -2.6285                  13                   0
             -2.6285                  14                   0
             -2.6215                   0                   0
             -2.6215                   1                   0
             -2.6215                   2                   0
             -2.6215                   3                   0
             -2.6215                   4     0.0006664371901
             -2.6215                   5       0.00199931157
             -2.6215                   6       0.01266230661
             -2.6215                   7      0.009330120662
             -2.6215                   8      0.001666092975
             -2.6215                   9                   0
             -2.6215                  10                   0
             -2.6215                  11                   0
             -2.6215                  12                   0
             -2.6215                  13                   0
             -2.6215                  14                   0
             -2.6145                   0                   0
             -2.6145                   1                   0
             -2.6145                   2                   0
             -2.6145                   3                   0
             -2.6145                   4     0.0003332185951
             -2.6145                   5      0.004331841736
             -2.6145                   6       0.01599449256
             -2.6145                   7      0.007664027686
             -2.6145                   8       0.00133287438
             -2.6145                   9                   0
             -2.6145                  10                   0
             -2.6145                  11                   0
             -2.6145                  12                   0
             -2.6145                  13                   0
             -2.6145                  14                   0
             -2.6075                   0                   0
             -2.6075                   1                   0
             -2.6075                   2                   0
             -2.6075                   3                   0
             -2.6075                   4      0.001666092975
             -2.6075                   5      0.001666092975
             -2.6075                   6       0.01566127397
             -2.6075                   7      0.005331497521
             -2.6075                   8       0.00199931157
             -2.6075                   9                   0
             -2.6075                  10                   0
             -2.6075                  11                   0
             -2.6075                  12                   0
             -2.6075                  13                   0
             -2.6075                  14                   0
             -2.6005                   0                   0
             -2.6005                   1                   0
             -2.6005                   2                   0
             -2.6005                   3                   0
             -2.6005                   4     0.0009996557852
             -2.6005                   5      0.003998623141
             -2.6005                   6       0.01632771116
             -2.6005                   7      0.007997246282
             -2.6005                   8     0.0006664371901
             -2.6005                   9                   0
             -2.6005                  10                   0
             -2.6005                  11                   0
             -2.6005                  12                   0
             -2.6005                  13                   0
             -2.6005                  14                   0
             -2.5935                   0                   0
             -2.5935                   1                   0
             -2.5935                   2                   0
             -2.5935                   3                   0
             -2.5935                   4     0.0003332185951
             -2.5935                   5      0.004665060331
             -2.5935                   6       0.01832702273
             -2.5935                   7      0.007997246282
             -2.5935                   8       0.00133287438
             -2.5935                   9                   0
             -2.5935                  10                   0
             -2.5935                  11                   0
             -2.5935                  12                   0
             -2.5935                  13                   0
             -2.5935                  14                   0
             -2.5865                   0                   0
             -2.5865                   1                   0
             -2.5865                   2                   0
             -2.5865                   3                   0
             -2.5865                   4     0.0009996557852
             -2.5865                   5      0.004665060331
             -2.5865                   6        0.0133287438
             -2.5865                   7      0.009996557852
             -2.5865                   8       0.00133287438
             -2.5865                   9                   0
             -2.5865                  10                   0
             -2.5865                  11                   0
             -2.5865                  12                   0
             -2.5865                  13                   0
             -2.5865                  14                   0
             -2.5795                   0                   0
             -2.5795                   1                   0
             -2.5795                   2                   0
             -2.5795                   3                   0
             -2.5795                   4       0.00133287438
             -2.5795                   5      0.003998623141
             -2.5795                   6       0.01266230661
             -2.5795                   7      0.007997246282
             -2.5795                   8      0.001666092975
             -2.5795                   9                   0
             -2.5795                  10                   0
             -2.5795                  11                   0
             -2.5795                  12                   0
             -2.5795                  13                   0
             -2.5795                  14                   0
             -2.5725                   0                   0
             -2.5725                   1                   0
             -2.5725                   2                   0
             -2.5725                   3                   0
             -2.5725                   4     0.0006664371901
             -2.5725                   5      0.004665060331
             -2.5725                   6       0.01532805537
             -2.5725                   7      0.006664371901
             -2.5725                   8     0.0009996557852
             -2.5725                   9                   0
             -2.5725                  10                   0
             -2.5725                  11                   0
             -2.5725                  12                   0
             -2.5725                  13                   0
             -2.5725                  14                   0
             -2.5655                   0                   0
             -2.5655                   1                   0
             -2.5655                   2                   0
             -2.5655                   3                   0
             -2.5655                   4      0.001666092975
             -2.5655                   5      0.004998278926
             -2.5655                   6       0.01699414835
             -2.5655                   7      0.006331153306
             -2.5655                   8     0.0006664371901
             -2.5655                   9                   0
             -2.5655                  10                   0
             -2.5655                  11                   0
             -2.5655                  12                   0
             -2.5655                  13                   0
             -2.5655                  14                   0
             -2.5585                   0                   0
             -2.5585                   1                   0
             -2.5585                   2                   0
             -2.5585                   3                   0
             -2.5585                   4     0.0006664371901
             -2.5585                   5      0.006331153306
             -2.5585                   6       0.01232908802
             -2.5585                   7      0.008996902067
             -2.5585                   8     0.0006664371901
             -2.5585                   9                   0
             -2.5585                  10                   0
             -2.5585                  11                   0
             -2.5585                  12                   0
             -2.5585                  13                   0
             -2.5585                  14                   0
             -2.5515                   0                   0
             -2.5515                   1                   0
             -2.5515                   2                   0
             -2.5515                   3                   0
             -2.5515                   4     0.0006664371901
             -2.5515                   5      0.004998278926
             -2.5515                   6       0.01666092975
             -2.5515                   7      0.008663683472
             -2.5515                   8     0.0003332185951
             -2.5515                   9                   0
             -2.5515                  10                   0
             -2.5515                  11                   0
             -2.5515                  12                   0
             -2.5515                  13                   0
             -2.5515                  14                   0
             -2.5445                   0                   0
             -2.5445                   1                   0
             -2.5445                   2                   0
             -2.5445                   3                   0
             -2.5445                   4      0.002998967356
             -2.5445                   5      0.005664716116
             -2.5445                   6       0.01432839959
             -2.5445                   7      0.009996557852
             -2.5445                   8     0.0006664371901
             -2.5445                   9                   0
             -2.5445                  10                   0
             -2.5445                  11                   0
             -2.5445                  12                   0
             -2.5445                  13                   0
             -2.5445                  14                   0
             -2.5375                   0                   0
             -2.5375                   1                   0
             -2.5375                   2                   0
             -2.5375                   3                   0
             -2.5375                   4     0.0009996557852
             -2.5375                   5      0.005997934711
             -2.5375                   6       0.01299552521
             -2.5375                   7      0.006997590496
             -2.5375                   8       0.00199931157
             -2.5375                   9                   0
             -2.5375                  10                   0
             -2.5375                  11                   0
             -2.5375                  12                   0
             -2.5375                  13                   0
             -2.5375                  14                   0
             -2.5305                   0                   0
             -2.5305                   1                   0
             -2.5305                   2                   0
             -2.5305                   3                   0
             -2.5305                   4      0.002332530165
             -2.5305                   5      0.007664027686
             -2.5305                   6        0.0133287438
             -2.5305                   7      0.007664027686
             -2.5305                   8     0.0009996557852
             -2.5305                   9                   0
             -2.5305                  10                   0
             -2.5305                  11                   0
             -2.5305                  12                   0
             -2.5305                  13                   0
             -2.5305                  14                   0
             -2.5235                   0                   0
             -2.5235                   1                   0
             -2.5235                   2                   0
             -2.5235                   3                   0
             -2.5235                   4      0.002665748761
             -2.5235                   5      0.008330464877
             -2.5235                   6        0.0133287438
             -2.5235                   7      0.007997246282
             -2.5235                   8       0.00199931157
             -2.5235                   9                   0
             -2.5235                  10                   0
             -2.5235                  11                   0
             -2.5235                  12                   0
             -2.5235                  13                   0
             -2.5235                  14                   0
             -2.5165                   0                   0
             -2.5165                   1                   0
             -2.5165                   2                   0
             -2.5165                   3                   0
             -2.5165                   4       0.00199931157
             -2.5165                   5      0.007664027686
             -2.5165                   6       0.01432839959
             -2.5165                   7      0.004665060331
             -2.5165                   8     0.0006664371901
             -2.5165                   9                   0
             -2.5165                  10                   0
             -2.5165                  11                   0
             -2.5165                  12                   0
             -2.5165                  13                   0
             -2.5165                  14                   0
             -2.5095                   0                   0
             -2.5095                   1                   0
             -2.5095                   2                   0
             -2.5095                   3                   0
             -2.5095                   4      0.002998967356
             -2.5095                   5      0.007664027686
             -2.5095                   6       0.01099621364
             -2.5095                   7      0.009663339257
             -2.5095                   8     0.0009996557852
             -2.5095                   9                   0
             -2.5095                  10                   0
             -2.5095                  11                   0
             -2.5095                  12                   0
             -2.5095                  13                   0
             -2.5095                  14                   0
             -2.5025                   0                   0
             -2.5025                   1                   0
             -2.5025                   2                   0
             -2.5025                   3                   0
             -2.5025                   4      0.002665748761
             -2.5025                   5      0.008663683472
             -2.5025                   6       0.01632771116
             -2.5025                   7       0.01232908802
             -2.5025                   8     0.0009996557852
             -2.5025                   9                   0
             -2.5025                  10                   0
             -2.5025                  11                   0
             -2.5025                  12                   0
             -2.5025                  13                   0
             -2.5025                  14                   0
             -2.4955                   0                   0
             -2.4955                   1                   0
             -2.4955                   2                   0
             -2.4955                   3                   0
             -2.4955                   4      0.002998967356
             -2.4955                   5       0.01199586942
             -2.4955                   6        0.0136619624
             -2.4955                   7       0.01066299504
             -2.4955                   8       0.00133287438
             -2.4955                   9                   0
             -2.4955                  10                   0
             -2.4955                  11                   0
             -2.4955                  12                   0
             -2.4955                  13                   0
             -2.4955                  14                   0
             -2.4885                   0                   0
             -2.4885                   1                   0
             -2.4885                   2                   0
             -2.4885                   3                   0
             -2.4885                   4      0.003665404546
             -2.4885                   5      0.008663683472
             -2.4885                   6       0.01166265083
             -2.4885                   7      0.008663683472
             -2.4885                   8     0.0003332185951
             -2.4885                   9                   0
             -2.4885                  10                   0
             -2.4885                  11                   0
             -2.4885                  12                   0
             -2.4885                  13                   0
             -2.4885                  14                   0
             -2.4815                   0                   0
             -2.4815                   1                   0
             -2.4815                   2                   0
             -2.4815                   3                   0
             -2.4815                   4     0.0009996557852
             -2.4815                   5       0.01232908802
             -2.4815                   6       0.01699414835
             -2.4815                   7      0.009996557852
             -2.4815                   8     0.0003332185951
             -2.4815                   9                   0
             -2.4815                  10                   0
             -2.4815                  11                   0
             -2.4815                  12                   0
             -2.4815                  13                   0
             -2.4815                  14                   0
             -2.4745                   0                   0
             -2.4745                   1                   0
             -2.4745                   2                   0
             -2.4745                   3                   0
             -2.4745                   4      0.002665748761
             -2.4745                   5       0.01032977645
             -2.4745                   6       0.01232908802
             -2.4745                   7       0.01032977645
             -2.4745                   8      0.001666092975
             -2.4745                   9                   0
             -2.4745                  10                   0
             -2.4745                  11                   0
             -2.4745                  12                   0
             -2.4745                  13                   0
             -2.4745                  14                   0
             -2.4675                   0                   0
             -2.4675                   1                   0
             -2.4675                   2                   0
             -2.4675                   3                   0
             -2.4675                   4      0.005331497521
             -2.4675                   5       0.01166265083
             -2.4675                   6      0.009663339257
             -2.4675                   7       0.01032977645
             -2.4675                   8     0.0006664371901
             -2.4675                   9                   0
             -2.4675                  10                   0
             -2.4675                  11                   0
             -2.4675                  12                   0
             -2.4675                  13                   0
             -2.4675                  14                   0
             -2.4605                   0                   0
             -2.4605                   1                   0
             -2.4605                   2                   0
             -2.4605                   3                   0
             -2.4605                   4      0.003998623141
             -2.4605                   5       0.01166265083
             -2.4605                   6       0.01066299504
             -2.4605                   7       0.01166265083
             -2.4605                   8       0.00199931157
             -2.4605                   9                   0
             -2.4605                  10                   0
             -2.4605                  11                   0
             -2.4605                  12                   0
             -2.4605                  13                   0
             -2.4605                  14                   0
             -2.4535                   0                   0
             -2.4535                   1                   0
             -2.4535                   2                   0
             -2.4535                   3                   0
             -2.4535                   4      0.004665060331
             -2.4535                   5       0.01232908802
             -2.4535                   6       0.01399518099
             -2.4535                   7       0.01132943223
             -2.4535                   8     0.0006664371901
             -2.4535                   9                   0
             -2.4535                  10                   0
             -2.4535                  11                   0
             -2.4535                  12                   0
             -2.4535                  13                   0
             -2.4535                  14                   0
             -2.4465                   0                   0
             -2.4465                   1                   0
             -2.4465                   2                   0
             -2.4465                   3                   0
             -2.4465                   4      0.007330809091
             -2.4465                   5        0.0136619624
             -2.4465                   6       0.01766058554
             -2.4465                   7      0.007330809091
             -2.4465                   8       0.00199931157
             -2.4465                   9                   0
             -2.4465                  10                   0
             -2.4465                  11                   0
             -2.4465                  12                   0
             -2.4465                  13                   0
             -2.4465                  14                   0
             -2.4395                   0                   0
             -2.4395                   1                   0
             -2.4395                   2                   0
             -2.4395                   3                   0
             -2.4395                   4      0.006997590496
             -2.4395                   5       0.01299552521
             -2.4395                   6        0.0133287438
             -2.4395                   7      0.009330120662
             -2.4395                   8       0.00199931157
             -2.4395                   9                   0
             -2.4395                  10                   0
             -2.4395                  11                   0
             -2.4395                  12                   0
             -2.4395                  13                   0
             -2.4395                  14                   0
             -2.4325                   0                   0
             -2.4325                   1                   0
             -2.4325                   2                   0
             -2.4325                   3                   0
             -2.4325                   4      0.006664371901
             -2.4325                   5        0.0133287438
             -2.4325                   6       0.01832702273
             -2.4325                   7       0.01199586942
             -2.4325                   8      0.002332530165
             -2.4325                   9                   0
             -2.4325                  10                   0
             -2.4325                  11                   0
             -2.4325                  12                   0
             -2.4325                  13                   0
             -2.4325                  14                   0
             -2.4255                   0                   0
             -2.4255                   1                   0
             -2.4255                   2                   0
             -2.4255                   3                   0
             -2.4255                   4      0.006664371901
             -2.4255                   5       0.01266230661
             -2.4255                   6       0.01399518099
             -2.4255                   7       0.01266230661
             -2.4255                   8       0.00199931157
             -2.4255                   9                   0
             -2.4255                  10                   0
             -2.4255                  11                   0
             -2.4255                  12                   0
             -2.4255                  13                   0
             -2.4255                  14                   0
             -2.4185                   0                   0
             -2.4185                   1                   0
             -2.4185                   2                   0
             -2.4185                   3                   0
             -2.4185                   4      0.004665060331
             -2.4185                   5       0.01666092975
             -2.4185                   6       0.01699414835
             -2.4185                   7       0.01166265083
             -2.4185                   8      0.002665748761
             -2.4185                   9                   0
             -2.4185                  10                   0
             -2.4185                  11                   0
             -2.4185                  12                   0
             -2.4185                  13                   0
             -2.4185                  14                   0
             -2.4115                   0                   0
             -2.4115                   1                   0
             -2.4115                   2                   0
             -2.4115                   3                   0
             -2.4115                   4      0.003332185951
             -2.4115                   5        0.0133287438
             -2.4115                   6       0.01432839959
             -2.4115                   7       0.01099621364
             -2.4115                   8      0.002665748761
             -2.4115                   9                   0
             -2.4115                  10                   0
             -2.4115                  11                   0
             -2.4115                  12                   0
             -2.4115                  13                   0
             -2.4115                  14                   0
             -2.4045                   0                   0
             -2.4045                   1                   0
             -2.4045                   2                   0
             -2.4045                   3                   0
             -2.4045                   4      0.005331497521
             -2.4045                   5      0.009663339257
             -2.4045                   6       0.01766058554
             -2.4045                   7       0.01166265083
             -2.4045                   8      0.004331841736
             -2.4045                   9                   0
             -2.4045                  10                   0
             -2.4045                  11                   0
             -2.4045                  12                   0
             -2.4045                  13                   0
             -2.4045                  14                   0
             -2.3975                   0                   0
             -2.3975                   1                   0
             -2.3975                   2                   0
             -2.3975                   3                   0
             -2.3975                   4      0.005997934711
             -2.3975                   5       0.01066299504
             -2.3975                   6       0.01766058554
             -2.3975                   7        0.0133287438
             -2.3975                   8      0.004331841736
             -2.3975                   9                   0
             -2.3975                  10                   0
             -2.3975                  11                   0
             -2.3975                  12                   0
             -2.3975                  13                   0
             -2.3975                  14                   0
             -2.3905                   0                   0
             -2.3905                   1                   0
             -2.3905                   2                   0
             -2.3905                   3                   0
             -2.3905                   4      0.005331497521
             -2.3905                   5       0.01599449256
             -2.3905                   6       0.01632771116
             -2.3905                   7       0.01166265083
             -2.3905                   8      0.002998967356
             -2.3905                   9                   0
             -2.3905                  10                   0
             -2.3905                  11                   0
             -2.3905                  12                   0
             -2.3905                  13                   0
             -2.3905                  14                   0
             -2.3835                   0                   0
             -2.3835                   1                   0
             -2.3835                   2                   0
             -2.3835                   3                   0
             -2.3835                   4      0.005997934711
             -2.3835                   5       0.01566127397
             -2.3835                   6       0.01499483678
             -2.3835                   7      0.009996557852
             -2.3835                   8      0.005331497521
             -2.3835                   9                   0
             -2.3835                  10                   0
             -2.3835                  11                   0
             -2.3835                  12                   0
             -2.3835                  13                   0
             -2.3835                  14                   0
             -2.3765                   0                   0
             -2.3765                   1                   0
             -2.3765                   2                   0
             -2.3765                   3                   0
             -2.3765                   4      0.008330464877
             -2.3765                   5       0.01099621364
             -2.3765                   6       0.01832702273
             -2.3765                   7       0.01232908802
             -2.3765                   8      0.003998623141
             -2.3765                   9                   0
             -2.3765                  10                   0
             -2.3765                  11                   0
             -2.3765                  12                   0
             -2.3765                  13                   0
             -2.3765                  14                   0
             -2.3695                   0                   0
             -2.3695                   1                   0
             -2.3695                   2                   0
             -2.3695                   3                   0
             -2.3695                   4      0.004998278926
             -2.3695                   5       0.01232908802
             -2.3695                   6       0.01832702273
             -2.3695                   7        0.0136619624
             -2.3695                   8      0.004998278926
             -2.3695                   9                   0
             -2.3695                  10                   0
             -2.3695                  11                   0
             -2.3695                  12                   0
             -2.3695                  13                   0
             -2.3695                  14                   0
             -2.3625                   0                   0
             -2.3625                   1                   0
             -2.3625                   2                   0
             -2.3625                   3                   0
             -2.3625                   4      0.007997246282
             -2.3625                   5       0.01432839959
             -2.3625                   6       0.01965989711
             -2.3625                   7       0.01266230661
             -2.3625                   8      0.004998278926
             -2.3625                   9                   0
             -2.3625                  10                   0
             -2.3625                  11                   0
             -2.3625                  12                   0
             -2.3625                  13                   0
             -2.3625                  14                   0
             -2.3555                   0                   0
             -2.3555                   1                   0
             -2.3555                   2                   0
             -2.3555                   3                   0
             -2.3555                   4      0.006997590496
             -2.3555                   5       0.01232908802
             -2.3555                   6       0.01799380413
             -2.3555                   7       0.01766058554
             -2.3555                   8      0.004998278926
             -2.3555                   9                   0
             -2.3555                  10                   0
             -2.3555                  11                   0
             -2.3555                  12                   0
             -2.3555                  13                   0
             -2.3555                  14                   0
             -2.3485                   0                   0
             -2.3485                   1                   0
             -2.3485                   2                   0
             -2.3485                   3                   0
             -2.3485                   4      0.002665748761
             -2.3485                   5       0.01099621364
             -2.3485                   6       0.01566127397
             -2.3485                   7       0.01532805537
             -2.3485                   8      0.006997590496
             -2.3485                   9     0.0003332185951
             -2.3485                  10                   0
             -2.3485                  11                   0
             -2.3485                  12                   0
             -2.3485                  13                   0
             -2.3485                  14                   0
             -2.3415                   0                   0
             -2.3415                   1                   0
             -2.3415                   2                   0
             -2.3415                   3                   0
             -2.3415                   4      0.007997246282
             -2.3415                   5       0.01299552521
             -2.3415                   6       0.02199242727
             -2.3415                   7       0.01566127397
             -2.3415                   8      0.009330120662
             -2.3415                   9                   0
             -2.3415                  10                   0
             -2.3415                  11                   0
             -2.3415                  12                   0
             -2.3415                  13                   0
             -2.3415                  14                   0
             -2.3345                   0                   0
             -2.3345                   1                   0
             -2.3345                   2                   0
             -2.3345                   3                   0
             -2.3345                   4      0.005664716116
             -2.3345                   5      0.009663339257
             -2.3345                   6       0.01766058554
             -2.3345                   7       0.01532805537
             -2.3345                   8      0.007664027686
             -2.3345                   9     0.0003332185951
             -2.3345                  10                   0
             -2.3345                  11                   0
             -2.3345                  12                   0
             -2.3345                  13                   0
             -2.3345                  14                   0
             -2.3275                   0                   0
             -2.3275                   1                   0
             -2.3275                   2                   0
             -2.3275                   3                   0
             -2.3275                   4      0.004331841736
             -2.3275                   5       0.01032977645
             -2.3275                   6       0.01932667851
             -2.3275                   7       0.01499483678
             -2.3275                   8      0.009330120662
             -2.3275                   9     0.0003332185951
             -2.3275                  10                   0
             -2.3275                  11                   0
             -2.3275                  12                   0
             -2.3275                  13                   0
             -2.3275                  14                   0
             -2.3205                   0                   0
             -2.3205                   1                   0
             -2.3205                   2                   0
             -2.3205                   3                   0
             -2.3205                   4      0.006664371901
             -2.3205                   5       0.01166265083
             -2.3205                   6       0.02065955289
             -2.3205                   7       0.01399518099
             -2.3205                   8        0.0136619624
             -2.3205                   9                   0
             -2.3205                  10                   0
             -2.3205                  11                   0
             -2.3205                  12                   0
             -2.3205                  13                   0
             -2.3205                  14                   0
             -2.3135                   0                   0
             -2.3135                   1                   0
             -2.3135                   2                   0
             -2.3135                   3                   0
             -2.3135                   4      0.004331841736
             -2.3135                   5       0.01166265083
             -2.3135                   6       0.01899345992
             -2.3135                   7       0.01632771116
             -2.3135                   8       0.01166265083
             -2.3135                   9                   0
             -2.3135                  10                   0
             -2.3135                  11                   0
             -2.3135                  12                   0
             -2.3135                  13                   0
             -2.3135                  14                   0
             -2.3065                   0                   0
             -2.3065                   1                   0
             -2.3065                   2                   0
             -2.3065                   3                   0
             -2.3065                   4      0.004331841736
             -2.3065                   5       0.01166265083
             -2.3065                   6       0.02132599008
             -2.3065                   7       0.01932667851
             -2.3065                   8      0.009996557852
             -2.3065                   9                   0
             -2.3065                  10                   0
             -2.3065                  11                   0
             -2.3065                  12                   0
             -2.3065                  13                   0
             -2.3065                  14                   0
             -2.2995                   0                   0
             -2.2995                   1                   0
             -2.2995                   2                   0
             -2.2995                   3                   0
             -2.2995                   4      0.006331153306
             -2.2995                   5       0.01032977645
             -2.2995                   6       0.01866024132
             -2.2995                   7       0.01632771116
             -2.2995                   8        0.0136619624
             -2.2995                   9                   0
             -2.2995                  10                   0
             -2.2995                  11                   0
             -2.2995                  12                   0
             -2.2995                  13                   0
             -2.2995                  14                   0
             -2.2925                   0                   0
             -2.2925                   1                   0
             -2.2925                   2                   0
             -2.2925                   3                   0
             -2.2925                   4      0.004998278926
             -2.2925                   5      0.009996557852
             -2.2925                   6       0.01965989711
             -2.2925                   7       0.01732736694
             -2.2925                   8       0.01266230661
             -2.2925                   9                   0
             -2.2925                  10                   0
             -2.2925                  11                   0
             -2.2925                  12                   0
             -2.2925                  13                   0
             -2.2925                  14                   0
             -2.2855                   0                   0
             -2.2855                   1                   0
             -2.2855                   2                   0
             -2.2855                   3                   0
             -2.2855                   4      0.004665060331
             -2.2855                   5      0.009330120662
             -2.2855                   6       0.01932667851
             -2.2855                   7       0.01632771116
             -2.2855                   8       0.01432839959
             -2.2855                   9                   0
             -2.2855                  10                   0
             -2.2855                  11                   0
