#                PTC                  CN               Count
             -0.8085                   2                   0
             -0.8085                   3      0.005997934711
             -0.8085                   4       0.03432151529
             -0.8085                   5       0.06830981199
             -0.8085                   6       0.07164199794
             -0.8085                   7       0.02065955289
             -0.8085                   8      0.007997246282
             -0.8085                   9                   0
             -0.8085                  10                   0
             -0.8085                  11                   0
             -0.8085                  12                   0
             -0.8085                  13                   0
             -0.8085                  14                   0
             -0.8015                   0                   0
             -0.8015                   1                   0
             -0.8015                   2                   0
             -0.8015                   3      0.006664371901
             -0.8015                   4       0.03532117108
             -0.8015                   5        0.0739745281
             -0.8015                   6       0.06697693761
             -0.8015                   7       0.02099277149
             -0.8015                   8      0.008663683472
             -0.8015                   9                   0
             -0.8015                  10                   0
             -0.8015                  11                   0
             -0.8015                  12                   0
             -0.8015                  13                   0
             -0.8015                  14                   0
             -0.7945                   0                   0
             -0.7945                   1                   0
             -0.7945                   2                   0
             -0.7945                   3      0.004998278926
             -0.7945                   4       0.03832013843
             -0.7945                   5       0.05164888223
             -0.7945                   6       0.06231187728
             -0.7945                   7       0.01699414835
             -0.7945                   8      0.009330120662
             -0.7945                   9                   0
             -0.7945                  10                   0
             -0.7945                  11                   0
             -0.7945                  12                   0
             -0.7945                  13                   0
             -0.7945                  14                   0
             -0.7875                   0                   0
             -0.7875                   1                   0
             -0.7875                   2                   0
             -0.7875                   3      0.007330809091
             -0.7875                   4       0.02832358058
             -0.7875                   5       0.06297831447
             -0.7875                   6       0.05498106819
             -0.7875                   7       0.01832702273
             -0.7875                   8      0.006997590496
             -0.7875                   9                   0
             -0.7875                  10                   0
             -0.7875                  11                   0
             -0.7875                  12                   0
             -0.7875                  13                   0
             -0.7875                  14                   0
             -0.7805                   0                   0
             -0.7805                   1                   0
             -0.7805                   2                   0
             -0.7805                   3      0.003332185951
             -0.7805                   4       0.02998967356
             -0.7805                   5       0.06031256571
             -0.7805                   6       0.06131222149
             -0.7805                   7       0.01899345992
             -0.7805                   8      0.002998967356
             -0.7805                   9                   0
             -0.7805                  10                   0
             -0.7805                  11                   0
             -0.7805                  12                   0
             -0.7805                  13                   0
             -0.7805                  14                   0
             -0.7735                   0                   0
             -0.7735                   1                   0
             -0.7735                   2                   0
             -0.7735                   3      0.002998967356
             -0.7735                   4       0.03132254794
             -0.7735                   5       0.04598416612
             -0.7735                   6       0.05198210083
             -0.7735                   7       0.01599449256
             -0.7735                   8      0.006331153306
             -0.7735                   9                   0
             -0.7735                  10                   0
             -0.7735                  11                   0
             -0.7735                  12                   0
             -0.7735                  13                   0
             -0.7735                  14                   0
             -0.7665                   0                   0
             -0.7665                   1                   0
             -0.7665                   2                   0
             -0.7665                   3      0.004665060331
             -0.7665                   4       0.02932323637
             -0.7665                   5       0.05131566364
             -0.7665                   6       0.05698037976
             -0.7665                   7       0.01399518099
             -0.7665                   8      0.006997590496
             -0.7665                   9                   0
             -0.7665                  10                   0
             -0.7665                  11                   0
             -0.7665                  12                   0
             -0.7665                  13                   0
             -0.7665                  14                   0
             -0.7595                   0                   0
             -0.7595                   1                   0
             -0.7595                   2                   0
             -0.7595                   3      0.004998278926
             -0.7595                   4       0.02899001777
             -0.7595                   5       0.04598416612
             -0.7595                   6       0.04365163595
             -0.7595                   7       0.01132943223
             -0.7595                   8      0.004998278926
             -0.7595                   9                   0
             -0.7595                  10                   0
             -0.7595                  11                   0
             -0.7595                  12                   0
             -0.7595                  13                   0
             -0.7595                  14                   0
             -0.7525                   0                   0
             -0.7525                   1                   0
             -0.7525                   2                   0
             -0.7525                   3      0.005331497521
             -0.7525                   4       0.02465817603
             -0.7525                   5       0.04531772893
             -0.7525                   6       0.04265198017
             -0.7525                   7       0.01666092975
             -0.7525                   8      0.007664027686
             -0.7525                   9                   0
             -0.7525                  10                   0
             -0.7525                  11                   0
             -0.7525                  12                   0
             -0.7525                  13                   0
             -0.7525                  14                   0
             -0.7455                   0                   0
             -0.7455                   1                   0
             -0.7455                   2                   0
             -0.7455                   3      0.004998278926
             -0.7455                   4       0.02565783182
             -0.7455                   5       0.04431807314
             -0.7455                   6       0.03965301281
             -0.7455                   7       0.01132943223
             -0.7455                   8      0.004331841736
             -0.7455                   9                   0
             -0.7455                  10                   0
             -0.7455                  11                   0
             -0.7455                  12                   0
             -0.7455                  13                   0
             -0.7455                  14                   0
             -0.7385                   0                   0
             -0.7385                   1                   0
             -0.7385                   2                   0
             -0.7385                   3      0.002998967356
             -0.7385                   4        0.0203263343
             -0.7385                   5       0.03732048265
             -0.7385                   6       0.03198898513
             -0.7385                   7       0.01499483678
             -0.7385                   8      0.004331841736
             -0.7385                   9                   0
             -0.7385                  10                   0
             -0.7385                  11                   0
             -0.7385                  12                   0
             -0.7385                  13                   0
             -0.7385                  14                   0
             -0.7315                   0                   0
             -0.7315                   1                   0
             -0.7315                   2                   0
             -0.7315                   3       0.00199931157
             -0.7315                   4       0.02099277149
             -0.7315                   5       0.03798691984
             -0.7315                   6       0.02632426901
             -0.7315                   7      0.009663339257
             -0.7315                   8      0.002332530165
             -0.7315                   9                   0
             -0.7315                  10                   0
             -0.7315                  11                   0
             -0.7315                  12                   0
             -0.7315                  13                   0
             -0.7315                  14                   0
             -0.7245                   0                   0
             -0.7245                   1                   0
             -0.7245                   2                   0
             -0.7245                   3      0.001666092975
             -0.7245                   4       0.02265886446
             -0.7245                   5       0.03065611075
             -0.7245                   6       0.03298864091
             -0.7245                   7      0.009330120662
             -0.7245                   8      0.003998623141
             -0.7245                   9                   0
             -0.7245                  10                   0
             -0.7245                  11                   0
             -0.7245                  12                   0
             -0.7245                  13                   0
             -0.7245                  14                   0
             -0.7175                   0                   0
             -0.7175                   1                   0
             -0.7175                   2                   0
             -0.7175                   3      0.005664716116
             -0.7175                   4       0.01866024132
             -0.7175                   5       0.03198898513
             -0.7175                   6       0.03265542232
             -0.7175                   7      0.009996557852
             -0.7175                   8      0.003665404546
             -0.7175                   9                   0
             -0.7175                  10                   0
             -0.7175                  11                   0
             -0.7175                  12                   0
             -0.7175                  13                   0
             -0.7175                  14                   0
             -0.7105                   0                   0
             -0.7105                   1                   0
             -0.7105                   2                   0
             -0.7105                   3      0.004331841736
             -0.7105                   4       0.02232564587
             -0.7105                   5       0.03232220372
             -0.7105                   6        0.0273239248
             -0.7105                   7      0.005331497521
             -0.7105                   8      0.003665404546
             -0.7105                   9                   0
             -0.7105                  10                   0
             -0.7105                  11                   0
             -0.7105                  12                   0
             -0.7105                  13                   0
             -0.7105                  14                   0
             -0.7035                   0                   0
             -0.7035                   1                   0
             -0.7035                   2                   0
             -0.7035                   3      0.002665748761
             -0.7035                   4        0.0133287438
             -0.7035                   5       0.03765370124
             -0.7035                   6       0.02565783182
             -0.7035                   7      0.009330120662
             -0.7035                   8      0.002665748761
             -0.7035                   9                   0
             -0.7035                  10                   0
             -0.7035                  11                   0
             -0.7035                  12                   0
             -0.7035                  13                   0
             -0.7035                  14                   0
             -0.6965                   0                   0
             -0.6965                   1                   0
             -0.6965                   2                   0
             -0.6965                   3      0.002998967356
             -0.6965                   4       0.01499483678
             -0.6965                   5       0.02199242727
             -0.6965                   6       0.02199242727
             -0.6965                   7      0.008663683472
             -0.6965                   8      0.003665404546
             -0.6965                   9                   0
             -0.6965                  10                   0
             -0.6965                  11                   0
             -0.6965                  12                   0
             -0.6965                  13                   0
             -0.6965                  14                   0
             -0.6895                   0                   0
             -0.6895                   1                   0
             -0.6895                   2                   0
             -0.6895                   3      0.002665748761
             -0.6895                   4       0.01466161818
             -0.6895                   5       0.02399173884
             -0.6895                   6       0.02232564587
             -0.6895                   7      0.006997590496
             -0.6895                   8      0.004665060331
             -0.6895                   9                   0
             -0.6895                  10                   0
             -0.6895                  11                   0
             -0.6895                  12                   0
             -0.6895                  13                   0
             -0.6895                  14                   0
             -0.6825                   0                   0
             -0.6825                   1                   0
             -0.6825                   2                   0
             -0.6825                   3       0.00199931157
             -0.6825                   4       0.01766058554
             -0.6825                   5       0.02599105041
             -0.6825                   6       0.01499483678
             -0.6825                   7      0.004998278926
             -0.6825                   8      0.003998623141
             -0.6825                   9                   0
             -0.6825                  10                   0
             -0.6825                  11                   0
             -0.6825                  12                   0
             -0.6825                  13                   0
             -0.6825                  14                   0
             -0.6755                   0                   0
             -0.6755                   1                   0
             -0.6755                   2                   0
             -0.6755                   3       0.00199931157
             -0.6755                   4       0.01299552521
             -0.6755                   5       0.01799380413
             -0.6755                   6       0.01832702273
             -0.6755                   7      0.005664716116
             -0.6755                   8      0.002332530165
             -0.6755                   9                   0
             -0.6755                  10                   0
             -0.6755                  11                   0
             -0.6755                  12                   0
             -0.6755                  13                   0
             -0.6755                  14                   0
             -0.6685                   0                   0
             -0.6685                   1                   0
             -0.6685                   2                   0
             -0.6685                   3     0.0009996557852
             -0.6685                   4       0.01132943223
             -0.6685                   5       0.02232564587
             -0.6685                   6       0.01899345992
             -0.6685                   7      0.006331153306
             -0.6685                   8      0.003332185951
             -0.6685                   9                   0
             -0.6685                  10                   0
             -0.6685                  11                   0
             -0.6685                  12                   0
             -0.6685                  13                   0
             -0.6685                  14                   0
             -0.6615                   0                   0
             -0.6615                   1                   0
             -0.6615                   2                   0
             -0.6615                   3      0.002665748761
             -0.6615                   4       0.01499483678
             -0.6615                   5        0.0203263343
             -0.6615                   6       0.01699414835
             -0.6615                   7      0.006664371901
             -0.6615                   8       0.00133287438
             -0.6615                   9                   0
             -0.6615                  10                   0
             -0.6615                  11                   0
             -0.6615                  12                   0
             -0.6615                  13                   0
             -0.6615                  14                   0
             -0.6545                   0                   0
             -0.6545                   1                   0
             -0.6545                   2                   0
             -0.6545                   3       0.00199931157
             -0.6545                   4        0.0133287438
             -0.6545                   5       0.01599449256
             -0.6545                   6       0.01199586942
             -0.6545                   7      0.002332530165
             -0.6545                   8      0.002998967356
             -0.6545                   9                   0
             -0.6545                  10                   0
             -0.6545                  11                   0
             -0.6545                  12                   0
             -0.6545                  13                   0
             -0.6545                  14                   0
             -0.6475                   0                   0
             -0.6475                   1                   0
             -0.6475                   2                   0
             -0.6475                   3      0.002332530165
             -0.6475                   4      0.007997246282
             -0.6475                   5       0.01666092975
             -0.6475                   6       0.01466161818
             -0.6475                   7      0.003665404546
             -0.6475                   8       0.00199931157
             -0.6475                   9                   0
             -0.6475                  10                   0
             -0.6475                  11                   0
             -0.6475                  12                   0
             -0.6475                  13                   0
             -0.6475                  14                   0
             -0.6405                   0                   0
             -0.6405                   1                   0
             -0.6405                   2                   0
             -0.6405                   3      0.002998967356
             -0.6405                   4      0.006997590496
             -0.6405                   5       0.01566127397
             -0.6405                   6       0.01499483678
             -0.6405                   7      0.003665404546
             -0.6405                   8      0.002665748761
             -0.6405                   9                   0
             -0.6405                  10                   0
             -0.6405                  11                   0
             -0.6405                  12                   0
             -0.6405                  13                   0
             -0.6405                  14                   0
             -0.6335                   0                   0
             -0.6335                   1                   0
             -0.6335                   2                   0
             -0.6335                   3      0.002332530165
             -0.6335                   4      0.004665060331
             -0.6335                   5       0.01499483678
             -0.6335                   6       0.01066299504
             -0.6335                   7      0.003665404546
             -0.6335                   8     0.0009996557852
             -0.6335                   9                   0
             -0.6335                  10                   0
             -0.6335                  11                   0
             -0.6335                  12                   0
             -0.6335                  13                   0
             -0.6335                  14                   0
             -0.6265                   0                   0
             -0.6265                   1                   0
             -0.6265                   2                   0
             -0.6265                   3      0.003665404546
             -0.6265                   4      0.005664716116
             -0.6265                   5        0.0133287438
             -0.6265                   6       0.01099621364
             -0.6265                   7      0.003332185951
             -0.6265                   8     0.0009996557852
             -0.6265                   9                   0
             -0.6265                  10                   0
             -0.6265                  11                   0
             -0.6265                  12                   0
             -0.6265                  13                   0
             -0.6265                  14                   0
             -0.6195                   0                   0
             -0.6195                   1                   0
             -0.6195                   2                   0
             -0.6195                   3      0.002332530165
             -0.6195                   4      0.006997590496
             -0.6195                   5       0.01266230661
             -0.6195                   6      0.008330464877
             -0.6195                   7      0.002332530165
             -0.6195                   8      0.002332530165
             -0.6195                   9                   0
             -0.6195                  10                   0
             -0.6195                  11                   0
             -0.6195                  12                   0
             -0.6195                  13                   0
             -0.6195                  14                   0
             -0.6125                   0                   0
             -0.6125                   1                   0
             -0.6125                   2                   0
             -0.6125                   3      0.002665748761
             -0.6125                   4      0.006997590496
             -0.6125                   5       0.01266230661
             -0.6125                   6       0.01066299504
             -0.6125                   7      0.002998967356
             -0.6125                   8     0.0009996557852
             -0.6125                   9                   0
             -0.6125                  10                   0
             -0.6125                  11                   0
             -0.6125                  12                   0
             -0.6125                  13                   0
             -0.6125                  14                   0
             -0.6055                   0                   0
             -0.6055                   1                   0
             -0.6055                   2                   0
             -0.6055                   3     0.0009996557852
             -0.6055                   4      0.005997934711
             -0.6055                   5       0.01199586942
             -0.6055                   6      0.009663339257
             -0.6055                   7      0.002665748761
             -0.6055                   8     0.0006664371901
             -0.6055                   9                   0
             -0.6055                  10                   0
             -0.6055                  11                   0
             -0.6055                  12                   0
             -0.6055                  13                   0
             -0.6055                  14                   0
             -0.5985                   0                   0
             -0.5985                   1                   0
             -0.5985                   2                   0
             -0.5985                   3      0.001666092975
             -0.5985                   4      0.003332185951
             -0.5985                   5      0.007997246282
             -0.5985                   6      0.007664027686
             -0.5985                   7      0.001666092975
             -0.5985                   8       0.00133287438
             -0.5985                   9                   0
             -0.5985                  10                   0
             -0.5985                  11                   0
             -0.5985                  12                   0
             -0.5985                  13                   0
             -0.5985                  14                   0
             -0.5915                   0                   0
             -0.5915                   1                   0
             -0.5915                   2                   0
             -0.5915                   3      0.001666092975
             -0.5915                   4      0.005997934711
             -0.5915                   5       0.01032977645
             -0.5915                   6      0.003998623141
             -0.5915                   7      0.002332530165
             -0.5915                   8     0.0009996557852
             -0.5915                   9                   0
             -0.5915                  10                   0
             -0.5915                  11                   0
             -0.5915                  12                   0
             -0.5915                  13                   0
             -0.5915                  14                   0
             -0.5845                   0                   0
             -0.5845                   1                   0
             -0.5845                   2                   0
             -0.5845                   3      0.001666092975
             -0.5845                   4      0.004331841736
             -0.5845                   5      0.008996902067
             -0.5845                   6      0.007997246282
             -0.5845                   7       0.00199931157
             -0.5845                   8       0.00199931157
             -0.5845                   9                   0
             -0.5845                  10                   0
             -0.5845                  11                   0
             -0.5845                  12                   0
             -0.5845                  13                   0
             -0.5845                  14                   0
             -0.5775                   0                   0
             -0.5775                   1                   0
             -0.5775                   2                   0
             -0.5775                   3     0.0006664371901
             -0.5775                   4      0.004665060331
             -0.5775                   5      0.003998623141
             -0.5775                   6      0.007997246282
             -0.5775                   7     0.0006664371901
             -0.5775                   8     0.0003332185951
             -0.5775                   9                   0
             -0.5775                  10                   0
             -0.5775                  11                   0
             -0.5775                  12                   0
             -0.5775                  13                   0
             -0.5775                  14                   0
             -0.5705                   0                   0
             -0.5705                   1                   0
             -0.5705                   2                   0
             -0.5705                   3       0.00133287438
             -0.5705                   4      0.004331841736
             -0.5705                   5      0.007664027686
             -0.5705                   6      0.005997934711
             -0.5705                   7       0.00199931157
             -0.5705                   8     0.0006664371901
             -0.5705                   9                   0
             -0.5705                  10                   0
             -0.5705                  11                   0
             -0.5705                  12                   0
             -0.5705                  13                   0
             -0.5705                  14                   0
             -0.5635                   0                   0
             -0.5635                   1                   0
             -0.5635                   2                   0
             -0.5635                   3     0.0006664371901
             -0.5635                   4     0.0006664371901
             -0.5635                   5      0.004331841736
             -0.5635                   6      0.004665060331
             -0.5635                   7      0.004331841736
             -0.5635                   8     0.0003332185951
             -0.5635                   9                   0
             -0.5635                  10                   0
             -0.5635                  11                   0
             -0.5635                  12                   0
             -0.5635                  13                   0
             -0.5635                  14                   0
             -0.5565                   0                   0
             -0.5565                   1                   0
             -0.5565                   2                   0
             -0.5565                   3                   0
             -0.5565                   4      0.003332185951
             -0.5565                   5      0.004665060331
             -0.5565                   6      0.002665748761
             -0.5565                   7       0.00133287438
             -0.5565                   8     0.0003332185951
             -0.5565                   9                   0
             -0.5565                  10                   0
             -0.5565                  11                   0
             -0.5565                  12                   0
             -0.5565                  13                   0
             -0.5565                  14                   0
             -0.5495                   0                   0
             -0.5495                   1                   0
             -0.5495                   2                   0
             -0.5495                   3     0.0003332185951
             -0.5495                   4      0.005331497521
             -0.5495                   5      0.005997934711
             -0.5495                   6      0.004998278926
             -0.5495                   7       0.00133287438
             -0.5495                   8     0.0006664371901
             -0.5495                   9                   0
             -0.5495                  10                   0
             -0.5495                  11                   0
             -0.5495                  12                   0
             -0.5495                  13                   0
             -0.5495                  14                   0
             -0.5425                   0                   0
             -0.5425                   1                   0
             -0.5425                   2                   0
             -0.5425                   3     0.0003332185951
             -0.5425                   4      0.004998278926
             -0.5425                   5      0.002332530165
             -0.5425                   6      0.002665748761
             -0.5425                   7                   0
             -0.5425                   8     0.0006664371901
             -0.5425                   9                   0
             -0.5425                  10                   0
             -0.5425                  11                   0
             -0.5425                  12                   0
             -0.5425                  13                   0
             -0.5425                  14                   0
             -0.5355                   0                   0
             -0.5355                   1                   0
             -0.5355                   2                   0
             -0.5355                   3     0.0006664371901
             -0.5355                   4      0.002332530165
             -0.5355                   5      0.005664716116
             -0.5355                   6      0.004665060331
             -0.5355                   7       0.00133287438
             -0.5355                   8     0.0003332185951
             -0.5355                   9                   0
             -0.5355                  10                   0
             -0.5355                  11                   0
             -0.5355                  12                   0
             -0.5355                  13                   0
             -0.5355                  14                   0
             -0.5285                   0                   0
             -0.5285                   1                   0
             -0.5285                   2                   0
             -0.5285                   3     0.0006664371901
             -0.5285                   4       0.00199931157
             -0.5285                   5      0.002332530165
             -0.5285                   6      0.003998623141
             -0.5285                   7       0.00133287438
             -0.5285                   8     0.0006664371901
             -0.5285                   9                   0
             -0.5285                  10                   0
             -0.5285                  11                   0
             -0.5285                  12                   0
             -0.5285                  13                   0
             -0.5285                  14                   0
             -0.5215                   0                   0
             -0.5215                   1                   0
             -0.5215                   2                   0
             -0.5215                   3     0.0003332185951
             -0.5215                   4      0.003332185951
             -0.5215                   5      0.003332185951
             -0.5215                   6      0.002998967356
             -0.5215                   7      0.002998967356
             -0.5215                   8     0.0003332185951
             -0.5215                   9                   0
             -0.5215                  10                   0
             -0.5215                  11                   0
             -0.5215                  12                   0
             -0.5215                  13                   0
             -0.5215                  14                   0
             -0.5145                   0                   0
             -0.5145                   1                   0
             -0.5145                   2                   0
             -0.5145                   3     0.0003332185951
             -0.5145                   4       0.00199931157
             -0.5145                   5      0.003665404546
             -0.5145                   6      0.002332530165
             -0.5145                   7     0.0006664371901
             -0.5145                   8     0.0003332185951
             -0.5145                   9                   0
             -0.5145                  10                   0
             -0.5145                  11                   0
             -0.5145                  12                   0
             -0.5145                  13                   0
             -0.5145                  14                   0
             -0.5075                   0                   0
             -0.5075                   1                   0
             -0.5075                   2                   0
             -0.5075                   3     0.0003332185951
             -0.5075                   4      0.002332530165
             -0.5075                   5      0.002665748761
             -0.5075                   6      0.002665748761
             -0.5075                   7     0.0009996557852
             -0.5075                   8     0.0003332185951
             -0.5075                   9                   0
             -0.5075                  10                   0
             -0.5075                  11                   0
             -0.5075                  12                   0
             -0.5075                  13                   0
             -0.5075                  14                   0
             -0.5005                   0                   0
             -0.5005                   1                   0
             -0.5005                   2                   0
             -0.5005                   3     0.0006664371901
             -0.5005                   4      0.003332185951
             -0.5005                   5      0.004331841736
             -0.5005                   6      0.002665748761
             -0.5005                   7       0.00133287438
             -0.5005                   8                   0
             -0.5005                   9                   0
             -0.5005                  10                   0
             -0.5005                  11                   0
             -0.5005                  12                   0
             -0.5005                  13                   0
             -0.5005                  14                   0
             -0.4935                   0                   0
             -0.4935                   1                   0
             -0.4935                   2                   0
             -0.4935                   3     0.0003332185951
             -0.4935                   4       0.00199931157
             -0.4935                   5       0.00199931157
             -0.4935                   6      0.003998623141
             -0.4935                   7     0.0006664371901
             -0.4935                   8     0.0003332185951
             -0.4935                   9                   0
             -0.4935                  10                   0
             -0.4935                  11                   0
             -0.4935                  12                   0
             -0.4935                  13                   0
             -0.4935                  14                   0
             -0.4865                   0                   0
             -0.4865                   1                   0
             -0.4865                   2                   0
             -0.4865                   3     0.0006664371901
             -0.4865                   4      0.003332185951
             -0.4865                   5      0.002665748761
             -0.4865                   6     0.0006664371901
             -0.4865                   7                   0
             -0.4865                   8                   0
             -0.4865                   9                   0
             -0.4865                  10                   0
             -0.4865                  11                   0
             -0.4865                  12                   0
             -0.4865                  13                   0
             -0.4865                  14                   0
             -0.4795                   0                   0
             -0.4795                   1                   0
             -0.4795                   2                   0
             -0.4795                   3                   0
             -0.4795                   4     0.0006664371901
             -0.4795                   5      0.002998967356
             -0.4795                   6       0.00133287438
             -0.4795                   7     0.0003332185951
             -0.4795                   8     0.0006664371901
             -0.4795                   9                   0
             -0.4795                  10                   0
             -0.4795                  11                   0
             -0.4795                  12                   0
             -0.4795                  13                   0
             -0.4795                  14                   0
             -0.4725                   0                   0
             -0.4725                   1                   0
             -0.4725                   2                   0
             -0.4725                   3     0.0003332185951
             -0.4725                   4      0.002665748761
             -0.4725                   5       0.00133287438
             -0.4725                   6     0.0003332185951
             -0.4725                   7     0.0003332185951
             -0.4725                   8     0.0003332185951
             -0.4725                   9                   0
             -0.4725                  10                   0
             -0.4725                  11                   0
             -0.4725                  12                   0
             -0.4725                  13                   0
             -0.4725                  14                   0
             -0.4655                   0                   0
             -0.4655                   1                   0
             -0.4655                   2                   0
             -0.4655                   3     0.0003332185951
             -0.4655                   4       0.00199931157
