#              angle               total                nH:2                nH:3                nH:4                nH:5                nH:6                nH:7                nH:8                nH:9                nH:10
#         Num count:             6680786                  14               32106              595440             3118820             2639070              281064               13552                 720                   0
               80.82        0.0130407144                   0        0.0211106266       0.01584262618       0.01241210173        0.0133085603       0.01091091946      0.008198871835                   0                 nan
               81.18       0.01268313838                   0       0.02457138506       0.01602922955       0.01181536607       0.01304331534       0.01053536245       0.01229830775                   0                 nan
               81.54       0.01299830422                   0       0.02422530922        0.0157493245       0.01234441231        0.0133085603       0.01051559629      0.007788928243                   0                 nan
                81.9       0.01260996003                   0        0.0240522713       0.01503090152       0.01184742948       0.01305173582       0.01053536245       0.01229830775                   0                 nan
               82.26       0.01260081274                   0       0.02041847491       0.01482563781       0.01195608881        0.0130496307       0.01014003928      0.009018759019                   0                 nan
               82.62       0.01228731004                   0       0.02370619545       0.01421917686       0.01149829458        0.0130159488      0.009072666724      0.006559097468       0.01543209877                 nan
               82.98       0.01241038272                   0       0.01695771645       0.01365003657       0.01167642463       0.01323909138      0.009705183794       0.01147842057                   0                 nan
               83.34       0.01219500553                   0       0.01799594399       0.01367802708        0.0115642027        0.0127907011      0.009784248427       0.01311819494                   0                 nan
                83.7       0.01215841636                   0       0.01868809568       0.01273568006        0.0115784531       0.01294016453      0.009329626783       0.01147842057      0.007716049383                 nan
               84.06       0.01183909265                   0       0.01245873046       0.01221319062       0.01138607265       0.01256755852       0.00911219904       0.01311819494      0.007716049383                 nan
               84.42       0.01164866263                   0       0.01609252684       0.01213854927       0.01132550844       0.01224337024      0.008084358802       0.01188836416       0.01543209877                 nan
               84.78       0.01189563956                   0        0.0128048063       0.01250242584       0.01133085234       0.01273807313      0.009013368248      0.008608815427       0.01543209877                 nan
               85.14       0.01168109394                   0        0.0128048063       0.01252108618       0.01102446866       0.01254650733      0.008914537456       0.01270825134                   0                 nan
                85.5       0.01152060052                   0      0.008132782381       0.01170003135        0.0108107126       0.01263702744       0.00911219904      0.008198871835                   0                 nan
               85.86       0.01139503313                   0       0.01003619953       0.01155074865       0.01094787274       0.01224126513      0.008084358802       0.01434802571       0.01543209877                 nan
               86.22       0.01119212952                   0      0.007959744458       0.01120553242       0.01070917847       0.01211916824      0.008143657277       0.01229830775      0.007716049383                 nan
               86.58       0.01122705555                   0       0.01003619953       0.01063639214       0.01052926712       0.01246651282       0.00873664203       0.01106847698      0.007716049383                 nan
               86.94       0.01097592076                   0      0.007267592766       0.01025385523       0.01054529883       0.01203285838      0.007689035633       0.01270825134       0.01543209877                 nan
                87.3       0.01126780259                   0      0.008132782381      0.009740695956        0.0108107126       0.01252756127      0.008084358802       0.01106847698       0.02314814815                 nan
               87.66       0.01092186857                   0      0.008997971996      0.009348828877       0.01048651591       0.01218863716      0.007392543256       0.01188836416                   0                 nan
               88.02       0.01093517373                   0      0.007094554843      0.009703375282       0.01059695654       0.01197602017      0.007965761851       0.01065853339       0.01543209877                 nan
               88.38       0.01102830981                   0      0.006229365228      0.009889978653       0.01047760941       0.01223916001      0.008776174347      0.009838646202       0.01543209877                 nan
               88.74       0.01068653366                   0      0.005364175613      0.009423470226       0.01001090868       0.01212127336       0.00810412496      0.007788928243       0.02314814815                 nan
                89.1       0.01080378533                   0      0.003114682614      0.009432800394       0.01023535254       0.01219495251      0.007926229534      0.009018759019      0.007716049383                 nan
               89.46       0.01050857722                   0      0.003287720537       0.00926485736       0.01024069645       0.01152552477       0.00747160789      0.009428702611                   0                 nan
               89.82       0.01036720995                   0      0.003114682614      0.008275859495      0.009953907069       0.01169603939      0.007787866425      0.009838646202                   0                 nan
               90.18       0.01021586382                   0      0.002076455076      0.008453132697      0.009823872134        0.0114265842      0.007689035633       0.01434802571                   0                 nan
               90.54         0.010258274                   0      0.002249492999      0.008714377417       0.01011778671       0.01123291328      0.006740260028       0.01311819494                   0                 nan
                90.9       0.01021586382                   0      0.001557341307      0.008443802529       0.01013559972       0.01109187033      0.007669269474      0.009838646202                   0                 nan
               91.26       0.01009362272                   0      0.002076455076      0.008061265619       0.01009641111       0.01089819941      0.007451841732       0.01639774367                   0                 nan
               91.62       0.01020422181                   0      0.002595568845      0.007576096855       0.01029591676       0.01097398368      0.008420383495       0.01024858979                   0                 nan
               91.98      0.009953087024                   0      0.002249492999      0.007361502978       0.01003584689       0.01066874147      0.008400617337       0.01557785649       0.01543209877                 nan
               92.34       0.00998634991                   0      0.003114682614      0.007585427023       0.01001268998       0.01073189503      0.008657577396      0.008608815427                   0                 nan
                92.7      0.009785941022                   0      0.001903417153      0.007370833147      0.009706306302       0.01064558517      0.008637811238      0.009428702611      0.007716049383                 nan
               93.06       0.01006618084                   0      0.001557341307      0.007706719214       0.01029235416       0.01058664184      0.008440149654       0.01352813853       0.02314814815                 nan
               93.42      0.009894045401                   0      0.001038227538      0.007389493484       0.01003940949       0.01038244533      0.009764482269        0.0151679129      0.007716049383                 nan
               93.78      0.009835003779                   0      0.001384303384      0.006960305731       0.01014450622       0.01024982285      0.009072666724         0.020087236      0.007716049383                 nan
               94.14      0.009875750814                   0      0.000865189615      0.007464134832       0.01009641111       0.01033823784      0.008914537456        0.0151679129       0.03086419753                 nan
                94.5      0.009777625301                   0      0.001038227538       0.00715623927       0.01029413546      0.009896162916      0.009349392942       0.01229830775       0.01543209877                 nan
               94.86      0.009912339988                   0      0.000692151692      0.007016286742       0.01027275985       0.01015509251       0.01037723318        0.0196772924                   0                 nan
               95.22      0.009875750814                   0      0.000173037923      0.007090928091       0.01020150784       0.01017403858       0.01002144233       0.01803751804       0.03086419753                 nan
               95.58      0.009699457519                   0      0.000519113769      0.006400495619       0.01028166636      0.009828799118      0.009724949952       0.01639774367       0.01543209877                 nan
               95.94      0.009899866406                   0      0.000519113769      0.006988296237        0.0104597964      0.009854060542       0.01095045178       0.01885740522                   0                 nan
                96.3      0.009669520922                   0      0.000692151692      0.007146909102       0.01030838586      0.009550923452      0.009962143853       0.01188836416      0.007716049383                 nan
               96.66      0.009706110096                   0      0.000346075846      0.006633749832       0.01029057286      0.009740384134       0.01021910391        0.0147579693       0.01543209877                 nan
               97.02      0.009890719113                   0      0.001384303384      0.007016286742       0.01063080125      0.009670915217       0.01049583013       0.01598780008       0.01543209877                 nan
               97.38      0.009982192049                   0                   0      0.006941645394        0.0108142752      0.009719332947       0.01061442708       0.01393808212      0.007716049383                 nan
               97.74      0.009933129292                   0      0.000346075846      0.007249540956       0.01070561587      0.009630917962       0.01079232251       0.01352813853       0.01543209877                 nan
                98.1       0.01004123367                   0      0.001038227538      0.006848343708       0.01089087112      0.009799327457       0.01037723318       0.01598780008       0.01543209877                 nan
               98.46       0.01007782285                   0      0.000519113769      0.007072267753       0.01108147027      0.009582500233       0.01085162098        0.0147579693                   0                 nan
               98.82       0.01020089552                   0                   0      0.007006956574       0.01116162879      0.009793012101       0.01124694415      0.009838646202       0.03858024691                 nan
               99.18       0.01015100119                   0      0.000346075846      0.007445474495       0.01130057023      0.009462508468       0.01061442708       0.01188836416       0.01543209877                 nan
               99.54       0.01019341137                   0      0.000173037923      0.007025616911       0.01116697269      0.009854060542       0.01039699934       0.01106847698      0.007716049383                 nan
                99.9       0.01012439089                   0      0.000173037923      0.007249540956          0.01120438      0.009605656538       0.01010050696       0.01270825134       0.01543209877                 nan
              100.26       0.01001212865                   0      0.000173037923      0.006988296237       0.01105653206      0.009531977384       0.01045629781      0.009838646202       0.01543209877                 nan
              100.62        0.0101060963                   0                   0      0.006913654888       0.01129522633      0.009504610841       0.01061442708      0.007378984652      0.007716049383                 nan
              100.98       0.01034974694                   0      0.000519113769       0.00670839118       0.01168176853      0.009713017591       0.01025863623       0.01229830775       0.02314814815                 nan
              101.34       0.01038716768                   0      0.000865189615      0.007081597922       0.01170136284      0.009633023081       0.01098998409       0.01024858979      0.007716049383                 nan
               101.7       0.01034558908                   0      0.000865189615      0.007062937585       0.01167108073      0.009713017591      0.009902845378      0.004919323101                   0                 nan
              102.06       0.01051772451                   0      0.000692151692      0.007370833147       0.01184208558      0.009896162916      0.009566820685      0.007788928243       0.01543209877                 nan
              102.42       0.01069484938                   0      0.000346075846      0.007818681237       0.01211462455      0.009900373153      0.009843546903      0.007788928243                   0                 nan
              102.78       0.01042791472                   0      0.000519113769      0.007305521967       0.01178508396      0.009706702235      0.009981910012      0.007788928243       0.02314814815                 nan
              103.14       0.01046949333                   0      0.000346075846      0.007585427023       0.01185989858      0.009563554164       0.01097021793       0.00696904106       0.01543209877                 nan
               103.5       0.01062998675                   0      0.000865189615      0.007417483989        0.0122980985      0.009582500233       0.01002144233      0.008198871835                   0                 nan
              103.86       0.01059007129                   0      0.000692151692      0.006941645394       0.01218231397      0.009736173896      0.009804014586       0.01065853339      0.007716049383                 nan
              104.22        0.0106166816                   0      0.001038227538      0.007660068371       0.01213600015      0.009721438066      0.009606353001      0.009018759019      0.007716049383                 nan
              104.58       0.01089359512                   0      0.001038227538      0.007454804664       0.01235866271       0.01012772597       0.01027840239       0.01065853339                   0                 nan
              104.94       0.01076470144                   0      0.002076455076      0.007846671742       0.01218943917       0.00993826529       0.01006097465      0.007378984652      0.007716049383                 nan
               105.3       0.01084286922                   0      0.000692151692      0.008061265619       0.01228919199       0.01003720587      0.009527288368      0.008608815427      0.007716049383                 nan
              105.66       0.01087530053                   0      0.001557341307      0.007977294102       0.01238716352       0.01005825705      0.009230795991      0.006149153876                   0                 nan
              106.02       0.01084120608                   0      0.001557341307      0.008462462866       0.01213243755       0.01000141885       0.01073302403      0.006149153876      0.007716049383                 nan
              106.38       0.01078133288                   0      0.001211265461      0.007958633765       0.01239428872       0.00977827627      0.009566820685      0.007378984652                   0                 nan
              106.74       0.01082041677                   0      0.001384303384      0.008098586293        0.0123123489      0.009988788138      0.009191263674      0.005739210285                   0                 nan
               107.1       0.01098174177                   0      0.001557341307      0.007949303596       0.01252432366       0.01003089051       0.01033770086      0.008608815427       0.03858024691                 nan
              107.46       0.01086947953                   0      0.001557341307      0.008649066237       0.01241032043       0.00974669949       0.01023887007       0.00696904106       0.02314814815                 nan
              107.82       0.01099088906                   0      0.002422530922      0.008005284607         0.012668609      0.009955106239      0.009586586843      0.007378984652      0.007716049383                 nan
              108.18       0.01090191084                   0      0.002249492999      0.007772030394       0.01234441231        0.0101193055        0.0101795716      0.004099435918       0.01543209877                 nan
              108.54       0.01109566715                   0      0.002076455076      0.007856001911       0.01252966756       0.01032560713       0.01053536245       0.00696904106                   0                 nan
               108.9       0.01082124834                   0      0.003979872229      0.008005284607       0.01225890989       0.00988984756       0.01051559629      0.007788928243      0.007716049383                 nan
              109.26       0.01106905684                   0      0.005537213536      0.008229208652       0.01258132527       0.01009193895       0.01029816855      0.007378984652      0.007716049383                 nan
              109.62       0.01118298223                   0      0.004325948075      0.008313180169       0.01257063747       0.01033613272        0.0106539594       0.01065853339                   0                 nan
              109.98       0.01106905684                   0      0.005364175613      0.008070595787       0.01247444724       0.01024561262       0.01047606397      0.005739210285      0.007716049383                 nan
              110.34        0.0108195852                   0      0.006056327305      0.008126576798       0.01220368957      0.009902478272       0.01047606397      0.007378984652       0.01543209877                 nan
               110.7       0.01094681574                   0      0.005710251459      0.008033275113       0.01242100823      0.009974052307       0.01073302403      0.006149153876      0.007716049383                 nan
              111.06       0.01095180517                   0      0.006229365228        0.0078000209       0.01236400662       0.01007930824       0.01097021793      0.005739210285                   0                 nan
              111.42       0.01103246767                   0      0.005883289382        0.0078000209       0.01259735698       0.01003089051        0.0106539594      0.008198871835      0.007716049383                 nan
              111.78       0.01095596303                   0       0.00692151692      0.008611745563       0.01228384809      0.009976157426       0.01093068562      0.009838646202                   0                 nan
              112.14       0.01078549074                   0      0.008997971996      0.007520115843       0.01216450096      0.009984577901       0.01019933775      0.009428702611      0.007716049383                 nan
               112.5       0.01089608984                   0      0.008824934073      0.008462462866        0.0122945359      0.009862481017       0.01063419324      0.008198871835                   0                 nan
              112.86       0.01077883817                   0       0.01124746499      0.008070595787       0.01197390181       0.01005825705       0.01004120849      0.007788928243       0.03858024691                 nan
              113.22       0.01090274242                   0      0.008305820304      0.008742367922       0.01204159123        0.0101193055       0.01067372556      0.007378984652      0.007716049383                 nan
              113.58       0.01084536394                   0      0.009517085765      0.008602415394       0.01199527742       0.01010035943       0.01004120849       0.01024858979                   0                 nan
              113.94       0.01083039564                   0       0.01090138915      0.008322510338       0.01212887495      0.009887742441       0.01079232251       0.00696904106                   0                 nan
               114.3       0.01087114267                   0       0.00986316161      0.009180885844       0.01188305549       0.01003089051        0.0108911533       0.01803751804      0.007716049383                 nan
              114.66       0.01080711162                   0        0.0128048063      0.008574424888       0.01185811728      0.009978262545       0.01162250116       0.00696904106      0.007716049383                 nan
              115.02       0.01092020543                   0       0.01159354084      0.008546434383       0.01214490666      0.009990893257       0.01102951641       0.01106847698                   0                 nan
              115.38       0.01089276355                   0       0.01193961669      0.008761028259       0.01188305549       0.01017824882       0.01102951641       0.01106847698                   0                 nan
              115.74       0.01098340491                   0       0.01142050292      0.008313180169       0.01185633598       0.01058032649       0.01061442708       0.01270825134      0.007716049383                 nan
               116.1       0.01096677347                   0       0.01384303384      0.008891650619       0.01207365464       0.01015930275       0.01031793471       0.01188836416                   0                 nan
              116.46       0.01105658326                   0       0.01263176838       0.00939547972       0.01205227903       0.01021403584       0.01122717799       0.01188836416      0.007716049383                 nan
              116.82       0.01098257334                   0       0.01366999592       0.00888232045       0.01208434244       0.01004352122       0.01174109811       0.01106847698                   0                 nan
              117.18       0.01072478598                   0       0.01522733722      0.009358159046       0.01153392059       0.01004352122       0.01063419324      0.009018759019                   0                 nan
              117.54       0.01121208725                   0       0.01332392007      0.009964620001       0.01210037414       0.01042244259       0.01124694415       0.01024858979                   0                 nan
               117.9       0.01102914138                   0       0.01401607176      0.009535432248       0.01208256114       0.01008772872       0.01100975025       0.01147842057                   0                 nan
              118.26       0.01102581509                   0       0.01349695799       0.01022586472       0.01182605387       0.01022877167       0.01126671031       0.00696904106                   0                 nan
              118.62       0.01100336264                   0       0.01297784422      0.009889978653       0.01208434244      0.009990893257       0.01069349172       0.01024858979      0.007716049383                 nan
              118.98       0.01117050865                   0       0.01540037515       0.01005792169       0.01225000338       0.01015719763       0.01085162098      0.006149153876                   0                 nan
              119.34       0.01091105814        0.3968253968       0.01574645099      0.009414140057       0.01191155629       0.01004562634       0.01069349172      0.008198871835                   0                 nan
               119.7       0.01095263674        0.3968253968       0.01384303384       0.01039380775       0.01189018069       0.00995300112        0.0108911533      0.009018759019                   0                 nan
              120.06       0.01129524447                   0       0.01436214761      0.009833997641       0.01245129034       0.01019087953       0.01178063043      0.007378984652      0.007716049383                 nan
              120.42        0.0111480562                   0       0.01349695799       0.01035648708       0.01217875137       0.01003510075        0.0117015658      0.009018759019                   0                 nan
              120.78       0.01113724576                   0        0.0150542993      0.009936629495        0.0122909733       0.01008351848       0.01059466092      0.005739210285      0.007716049383                 nan
              121.14       0.01108485672        0.3968253968       0.01124746499       0.01033782674       0.01189374329       0.01035928903       0.01057489476      0.009018759019      0.007716049383                 nan
               121.5       0.01128692875                   0       0.01332392007       0.01063639214       0.01215203186       0.01035297367       0.01178063043      0.008198871835                   0                 nan
              121.86       0.01113724576                   0       0.01384303384       0.01053376028       0.01212709365        0.0100856236       0.01100975025       0.01065853339       0.01543209877                 nan
              122.22       0.01101167837                   0        0.0105553133       0.01042179826        0.0119382758       0.01015719763       0.01023887007      0.007788928243                   0                 nan
              122.58       0.01113142476                   0       0.01211265461       0.01108424023       0.01212174975       0.01009193895       0.01015980544      0.006149153876                   0                 nan
              122.94        0.0110016995                   0       0.01366999592       0.01055242062       0.01206831074      0.009885637323       0.01037723318      0.009018759019       0.01543209877                 nan
               123.3       0.01089941613        0.3968253968       0.01263176838       0.01072036365       0.01168711243       0.00993826529       0.01120741184       0.01311819494       0.02314814815                 nan
              123.66       0.01077218559                   0       0.01488126138       0.01086964635       0.01159448481      0.009755119964       0.01039699934       0.01311819494       0.01543209877                 nan
              124.02       0.01083372193                   0       0.01903417153       0.01106557989       0.01161407911      0.009757225083       0.01095045178      0.009018759019      0.007716049383                 nan
              124.38       0.01077301716                   0       0.01418910969       0.01106557989        0.0115677653      0.009763540439       0.01025863623       0.01352813853       0.02314814815                 nan
              124.74        0.0104911142                   0       0.01851505776       0.01077634466       0.01110640848      0.009614077013       0.01015980544       0.01311819494        0.0462962963                 nan
               125.1       0.01048113534                   0       0.01142050292       0.01054309045       0.01121684911      0.009548818334       0.01069349172       0.01188836416       0.03858024691                 nan
              125.46       0.01032812606                   0       0.01176657876       0.01037514742        0.0111936922      0.009281468261       0.01004120849       0.01352813853        0.0462962963                 nan
              125.82       0.01008114913        0.3968253968       0.01349695799       0.01049643961       0.01051857932      0.009376198602       0.01053536245       0.01024858979       0.01543209877                 nan
              126.18       0.01015432748                   0       0.01574645099       0.01030050607       0.01099774915      0.009024643782       0.01027840239       0.01270825134       0.03086419753                 nan
              126.54      0.009675341927                   0       0.01349695799       0.01000194068       0.01021932084       0.00893201856      0.009329626783       0.01270825134       0.01543209877                 nan
               126.9        0.0098433195        0.3968253968       0.01107442707      0.009852657978        0.0104348582      0.009136215072       0.00962611916       0.01188836416       0.01543209877                 nan
              127.26      0.009598837289                   0       0.01713075438       0.01065505247       0.00992006236         0.008868865      0.009487756051        0.0151679129       0.02314814815                 nan
              127.62      0.009616300304                   0       0.01401607176       0.01050576978       0.01010531761      0.008790975609      0.009309860625       0.01434802571       0.01543209877                 nan
              127.98      0.009489901338                   0       0.01851505776       0.01001127084      0.009987751778      0.008647827539      0.009547054526       0.01311819494       0.01543209877                 nan
              128.34      0.009312776471                   0       0.01834201984      0.009638064102      0.009706306302      0.008635196826      0.009586586843      0.009838646202                   0                 nan
               128.7      0.009272029436                   0       0.01626556476       0.01085098601      0.009572708767      0.008494153875      0.009033134407       0.01106847698                   0                 nan
              129.06      0.009262882142        0.3968253968       0.01626556476       0.01037514742      0.009394578719      0.008816237033      0.008697109713       0.01147842057       0.01543209877                 nan
              129.42      0.009176398639                   0       0.01211265461       0.01022586472      0.009385672216       0.00872571693      0.008598278921      0.008198871835                   0                 nan
              129.78       0.00899095805                   0       0.01315088215       0.01037514742      0.009089976337      0.008609935402      0.008064592643      0.009018759019      0.007716049383                 nan
              130.14      0.008919442845                   0       0.01557341307       0.01091629719      0.008874438979      0.008439420789      0.008716875872       0.01352813853      0.007716049383                 nan
               130.5      0.008833790914                   0       0.01747683022       0.01032849657      0.008815656064      0.008424684958      0.008637811238       0.01106847698                   0                 nan
              130.86      0.008923600706                   0       0.01851505776       0.01042179826      0.008815656064      0.008652037776      0.008440149654      0.008198871835      0.007716049383                 nan
              131.22      0.008712381381                   0       0.01540037515       0.01037514742      0.008810312162      0.008268906176      0.007511140207      0.007378984652       0.03086419753                 nan
              131.58      0.008566024683                   0       0.01366999592       0.01050576978      0.008414863456      0.008334164855      0.007748334108      0.008608815427                   0                 nan
              131.94      0.008595129708                   0       0.01522733722       0.01068304298      0.008293735024        0.0084857334      0.007945995693      0.005739210285                   0                 nan
               132.3      0.008341500203                   0       0.01020923746      0.009889978653      0.008153012286      0.008207857734      0.008400617337      0.004509379509                   0                 nan
              132.66      0.008277469148                   0       0.01470822345       0.01016055354      0.008071072464      0.008054184071      0.008025060326       0.00696904106                   0                 nan
              133.02      0.008180175207                   0       0.01211265461      0.009610073596      0.008065728563      0.007868933627       0.00899360209      0.005739210285       0.01543209877                 nan
              133.38      0.008148575465                   0       0.01315088215        0.0094607909      0.007880473313       0.00808786597      0.008499448129      0.004919323101      0.007716049383                 nan
              133.74       0.00812695459                   0       0.01401607176      0.009171555675      0.007976663539      0.007938402543      0.008776174347      0.006149153876      0.007716049383                 nan
               134.1      0.007845051632                   0       0.01297784422      0.008984952304      0.007554495326      0.007877354102      0.007807632583      0.006149153876       0.02314814815                 nan
              134.46      0.007835072766                   0       0.01418910969      0.008705047248      0.007641779049      0.007852092677      0.007234413989       0.00696904106       0.03086419753                 nan
              134.82       0.00784422006                   0       0.01090138915      0.009096914327       0.00749571241      0.007915246238      0.007945995693      0.009838646202      0.007716049383                 nan
              135.18      0.007799315164                   0       0.01211265461      0.008956961799      0.007452961198         0.007911036      0.007689035633      0.007378984652                   0                 nan
              135.54      0.007621358724                   0       0.01193961669      0.008733037754      0.007281956352      0.007833146609       0.00658213076       0.00696904106      0.007716049383                 nan
               135.9      0.007451718006                   0       0.01263176838      0.008443802529      0.007175078324      0.007447909891      0.007787866425      0.009428702611                   0                 nan
              136.26      0.007223035666                   0       0.01072835123      0.008686386911      0.006799223923      0.007296341346      0.007827398742      0.005329266693      0.007716049383                 nan
              136.62      0.007351097777                   0      0.007959744458      0.008928971293      0.006879382445      0.007504748095      0.007827398742      0.005739210285                   0                 nan
              136.98      0.007228856671                   0        0.0105553133      0.008835669608      0.006744003608      0.007306866939      0.008123891119       0.00696904106                   0                 nan
              137.34        0.0070309425                   0      0.009517085765      0.009022272978      0.006398431316      0.007195295649      0.007768100267      0.009838646202        0.0462962963                 nan
               137.7      0.006986037604                   0      0.009690123688       0.00805193545      0.006544497955      0.007233187785      0.007076284721      0.005329266693      0.007716049383                 nan
              138.06      0.006908701395                   0      0.009690123688      0.008238538821      0.006346773602      0.007174244462      0.007392543256      0.009428702611      0.007716049383                 nan
              138.42      0.006692492637                   0      0.007094554843      0.007846671742      0.006179331357      0.006961627476      0.007353010939       0.00696904106      0.007716049383                 nan
              138.78      0.006688334776                   0      0.008132782381      0.007641408034      0.006305803691      0.006801638456      0.007708801791      0.005329266693       0.02314814815                 nan
              139.14      0.006548630655                   0      0.007267592766      0.007883992416      0.006188237859       0.00663533408      0.006799558503      0.007378984652                   0                 nan
               139.5      0.006492915321                   0      0.007440630689      0.007212220282       0.00600654521      0.006799533337      0.007273946306      0.008608815427      0.007716049383                 nan
              139.86      0.006452999858                   0      0.007094554843      0.007408153821      0.005864041172      0.006869002254      0.006878623137      0.007788928243       0.02314814815                 nan
              140.22      0.006168602184                   0       0.00519113769      0.006922985057      0.005771413547      0.006401665907      0.006740260028      0.008608815427       0.02314814815                 nan
              140.58      0.006232633239                   0      0.003979872229      0.006363174944       0.00589254198      0.006509026959      0.007353010939       0.00696904106      0.007716049383                 nan
              140.94      0.006072139815                   0       0.00346075846      0.007025616911       0.00566987942      0.006275358786      0.006700727711       0.01024858979      0.007716049383                 nan
               141.3       0.00595405657                   0      0.002595568845      0.006820353203      0.005452560762      0.006256412718      0.007115817038      0.008608815427                   0                 nan
              141.66      0.005941582988                   0      0.003633796383      0.006680400675      0.005543407086      0.006163787496       0.00683909082      0.009018759019                   0                 nan
              142.02      0.005830983893                   0      0.002941644691      0.006447146461      0.005413372151      0.006138526072      0.006522832285      0.007788928243                   0                 nan
              142.38      0.005734521524                   0      0.002076455076       0.00626054309      0.005219210399      0.006130105597      0.006878623137      0.009428702611                   0                 nan
              142.74      0.005563217661                   0      0.001557341307      0.005850015675      0.005190709592      0.005923803966      0.006048444482      0.008198871835                   0                 nan
               143.1      0.005439313411                   0      0.001211265461      0.005840685506      0.004950234027      0.005858545287      0.006443767651      0.008198871835                   0                 nan
              143.46      0.005317072306                   0      0.001557341307      0.005747383821      0.004900357614       0.00563119247      0.006364703017      0.008608815427                   0                 nan
              143.82      0.005141610583                   0      0.000692151692      0.005747383821       0.00466344465      0.005525936536      0.006048444482      0.005739210285                   0                 nan
              144.18      0.005230588803                   0      0.000865189615      0.005794034663      0.004789916984      0.005620666876       0.00583101674      0.004099435918                   0                 nan
              144.54      0.005017706333                   0      0.000692151692      0.005458148596       0.00466344465      0.005344896329      0.005336862779      0.007378984652                   0                 nan
               144.9      0.004935380691                   0      0.000519113769      0.005000970338       0.00451381541      0.005393314059      0.005771718264      0.003279548734                   0                 nan
              145.26      0.004917086103                   0      0.000692151692      0.005131592697      0.004365967471      0.005452257382      0.006068210641      0.004509379509                   0                 nan
              145.62      0.004662625026                   0      0.000519113769      0.004786376461      0.004132617108      0.005235430158      0.005376395095      0.004919323101                   0                 nan
              145.98      0.004664288171                   0      0.001038227538      0.004655754102      0.004246620339      0.005107017918      0.005415927412      0.008198871835                   0                 nan
              146.34      0.004608572837                   0      0.000692151692      0.004469150731      0.004111241502      0.005195432903      0.005494992046      0.002049717959                   0                 nan
               146.7      0.004389869362                   0                   0      0.004002642304      0.003993675671      0.004961764729      0.004803176501      0.003279548734                   0                 nan
              147.06       0.00435411176                   0      0.000173037923      0.003713407079      0.004077396793      0.004890190694      0.004328788698      0.002459661551                   0                 nan
              147.42      0.004223554933                   0      0.000692151692      0.003424171854      0.003829796027      0.004871244626      0.004664813392      0.002459661551       0.01543209877                 nan
              147.78       0.00423769166                   0      0.000346075846      0.003256228821      0.003826233426      0.004934398187      0.004724111867      0.005329266693      0.007716049383                 nan
              148.14      0.004072208802                   0      0.000346075846      0.003172257304      0.003722917998      0.004677573708      0.004605514916      0.004099435918                   0                 nan
               148.5      0.003986556871                   0      0.000173037923      0.003106946124       0.00376745051      0.004435485059      0.004565982599      0.002459661551      0.007716049383                 nan
              148.86      0.003808600432                   0      0.000173037923      0.002761729888      0.003551913152       0.00429023187      0.004783410342      0.003279548734      0.007716049383                 nan
              149.22      0.003740411516                   0      0.000173037923      0.002257900787      0.003462848128      0.004446010653       0.00379510242      0.002869605142                   0                 nan
              149.58      0.003610686261                   0                   0      0.002369862809      0.003311437588       0.00422707831      0.004170659431      0.004099435918                   0                 nan
              149.94      0.003579086519                   0                   0      0.002584456686      0.003286499381       0.00417866058      0.003735803945      0.003279548734                   0                 nan
               150.3      0.003520876469                   0                   0      0.002071297416      0.003126182338      0.004286021633       0.00405206248      0.006559097468                   0                 nan
              150.66      0.003441877115                   0                   0      0.002136608596      0.003135088841      0.004029197154      0.004348554857      0.006149153876      0.007716049383                 nan
              151.02      0.003362046189                   0                   0      0.001903354382       0.00309590023      0.004054458578      0.003281182301      0.003279548734      0.007716049383                 nan
              151.38      0.003327120159                   0                   0      0.001940675056      0.002999710004      0.004024986917      0.003538142361      0.006559097468       0.01543209877                 nan
              151.74      0.003198226476                   0                   0      0.001614119157      0.003012179108      0.003795528981      0.003221883826      0.006559097468                   0                 nan
               152.1      0.003155816297                   0                   0      0.001492826966      0.003010397807      0.003692378165      0.003557908519      0.004099435918      0.007716049383                 nan
              152.46      0.003119227122                   0                   0       0.00172608118      0.002812673454      0.003822895523      0.003221883826      0.003279548734                   0                 nan
              152.82      0.003031080475                   0                   0      0.001427515787      0.002875018971      0.003559755688      0.003498610044      0.004099435918                   0                 nan
              153.18      0.002987838723                   0                   0      0.001418185618      0.002823361257      0.003627119486      0.002589366756     0.0008198871835                   0                 nan
              153.54       0.00292463924                   0      0.000173037923      0.001483496798      0.002791297848      0.003427133211      0.003004456083      0.004099435918                   0                 nan
               153.9      0.002803229706                   0                   0     0.0009889978653      0.002693326322      0.003328192634      0.003281182301      0.002459661551                   0                 nan
              154.26      0.002838987309                   0                   0      0.001044978876      0.002695107623      0.003471340704      0.002589366756      0.003689492326                   0                 nan
              154.62      0.002761651099                   0                   0      0.001110290056      0.002711139327      0.003233462293      0.002668431389      0.003689492326                   0                 nan
              154.98      0.002592841953                   0                   0     0.0009703375282       0.00246175726      0.003138731952       0.00253006828      0.005329266693                   0                 nan
              155.34      0.002465611415                   0                   0     0.0009236866855      0.002479570265      0.002846120456      0.002292874379      0.002049717959      0.007716049383                 nan
               155.7      0.002414885514                   0      0.000173037923     0.0007837341574       0.00245997596       0.00279138737      0.002194043587     0.0004099435918                   0                 nan
              156.06      0.002446485256                   0                   0     0.0007557436518      0.002518758875      0.002820859032       0.00189755121      0.004099435918      0.007716049383                 nan
