-3.703	0
-3.18128	0
-2.65956	0
-2.13784	0
-1.61612	0
-1.0944	0
-0.572676	0.0205658
-0.0509552	0
0.470766	1.04886
0.992486	0.0822633
1.51421	1.06942
2.03593	1.83036
2.55765	1.06942
3.07937	0.473014
3.60109	0.760935
4.12281	1.39848
4.64453	0.802067
5.16625	1.43961
5.68797	1.11055
6.20969	1.08999
6.73141	0.431882
7.25313	1.06942
7.77486	0.411316
8.29658	1.04886
8.8183	1.13112
9.34002	1.06942
9.86174	0.822633
10.3835	1.08999
10.9052	1.43961
11.4269	0.431882
11.9486	0.760935
12.4703	1.35734
12.9921	1.54244
13.5138	0.760935
14.0355	0.370185
14.5572	1.39848
15.0789	0.863764
15.6007	1.06942
16.1224	1.04886
16.6441	0.740369
17.1658	0.781501
17.6875	0.781501
18.2093	1.39848
18.731	0.802067
19.2527	1.41904
19.7744	0.102829
20.2962	1.04886
20.8179	1.08999
21.3396	1.11055
21.8613	0.473014
22.383	1.39848
22.9048	1.06942
23.4265	0.802067
23.9482	0.719804
24.4699	0.760935
24.9916	0.390751
25.5134	1.43961
26.0351	0.370185
26.5568	0.349619
27.0785	0
27.6002	0.0205658
28.122	0
28.6437	0
29.1654	0
29.6871	0
30.2088	0
30.7306	0
31.2523	0
31.774	0
32.2957	0
32.8174	0
33.3392	0
33.8609	0
34.3826	0
34.9043	0
35.4261	0
35.9478	0
36.4695	0
36.9912	0
37.5129	0
38.0347	0
38.5564	0
39.0781	0
39.5998	0
40.1215	0
40.6433	0
41.165	0
41.6867	0
42.2084	0
42.7301	0
43.2519	0
43.7736	0
44.2953	0
44.817	0
45.3387	0
45.8605	0
46.3822	0
46.9039	0
47.4256	0
47.9473	0
48.4691	0
48.9908	0
49.5125	0
50.0342	0
50.556	0
51.0777	0
51.5994	0
52.1211	0
52.6428	0
53.1646	0
