0	0.407862
0.499833	0.729858
0.999666	0.364929
1.4995	0.0214664
1.99933	0
2.49916	0
2.999	0
3.49883	0
3.99866	0
4.49849	0
4.99833	0
5.49816	0
5.99799	0
6.49783	0
6.99766	0
7.49749	0
7.99732	0
8.49716	0
8.99699	0
9.49682	0
9.99666	0
10.4965	0
10.9963	0
11.4962	0
11.996	0
12.4958	0
12.9957	0
13.4955	0
13.9953	0
14.4952	0
14.995	0
15.4948	0
15.9946	0
16.4945	0
16.9943	0
17.4941	0
17.994	0
18.4938	0
18.9936	0
19.4935	0
19.9933	0
20.4931	0
20.993	0
21.4928	0
21.9926	0
22.4925	0
22.9923	0
23.4921	0
23.992	0
24.4918	0
24.9916	0.0429328
25.4915	0.343463
25.9913	0.751324
26.4911	0.407862
26.991	0.751324
27.4908	1.54558
27.9906	0.772791
28.4905	1.15919
28.9903	0.407862
29.4901	0.407862
29.99	1.58851
30.4898	1.45972
30.9896	1.15919
31.4895	1.13772
31.9893	0.0858656
32.4891	1.13772
32.989	2.23251
33.4888	0.100177
33.9886	1.48834
34.4885	1.22359
34.9883	0.794257
35.4881	1.84611
35.988	0.772791
36.4878	1.13772
36.9876	0.107332
37.4875	1.13772
37.9873	1.08048
38.4871	1.13772
38.987	0.894434
39.4868	1.50265
39.9866	1.48118
40.4865	0.386395
40.9863	0.815723
41.4861	0.107332
41.986	2.14664
42.4858	1.52411
42.9856	0.858656
43.4855	0.794257
43.9853	0.729858
44.4851	1.20212
44.9849	1.13772
45.4848	1.15919
45.9846	0.15742
46.4844	1.73162
46.9843	0.472261
47.4841	1.11625
47.9839	0.772791
48.4838	1.22359
48.9836	1.06616
49.4834	0.436484
